Period,Provider Parent Org Code,Provider Parent Name,Provider Org Code,Provider Org Name,Local Authority Code,Local Authority Name,Acute Or Non Acute Description,Reason For Delay,NHS DTOC Beds,NHS,Social Care DTOC beds,Social Care,Both DTOC Beds,Both B
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,613,MILTON KEYNES UA,Acute,C_FURTHER_NON_ACUTE_NHS,3.466666667,104,0,0,0,0
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,613,MILTON KEYNES UA,Acute,DI_RESIDENTIAL_HOME,1.1,33,0.033333333,1,0,0
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,613,MILTON KEYNES UA,Acute,DII_NURSING_HOME,0.766666667,23,0.033333333,1,0,0
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,613,MILTON KEYNES UA,Acute,E_CARE_PACKAGE_IN_HOME,2.3,69,0,0,0.033333333,1
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,613,MILTON KEYNES UA,Acute,F_COMMUNITY_EQUIP_ADAPT,0.333333333,10,0,0,0,0
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,613,MILTON KEYNES UA,Acute,G_PATIENT_FAMILY_CHOICE,5.033333333,151,0,0,0,0
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,613,MILTON KEYNES UA,Acute,H_DISPUTES,0,0,0,0,0,0
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,613,MILTON KEYNES UA,Acute,I_HOUSING,0.966666667,29,0,0,0,0
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,613,MILTON KEYNES UA,Non-Acute,A_COMPLETION_ASSESSMENT,0,0,0,0,0,0
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,613,MILTON KEYNES UA,Non-Acute,B_PUBLIC_FUNDING,0,0,0,0,0,0
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,613,MILTON KEYNES UA,Non-Acute,C_FURTHER_NON_ACUTE_NHS,0,0,0,0,0,0
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,613,MILTON KEYNES UA,Non-Acute,DI_RESIDENTIAL_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,613,MILTON KEYNES UA,Non-Acute,DII_NURSING_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,613,MILTON KEYNES UA,Non-Acute,E_CARE_PACKAGE_IN_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,613,MILTON KEYNES UA,Non-Acute,F_COMMUNITY_EQUIP_ADAPT,0,0,0,0,0,0
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,613,MILTON KEYNES UA,Non-Acute,G_PATIENT_FAMILY_CHOICE,0,0,0,0,0,0
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,613,MILTON KEYNES UA,Non-Acute,H_DISPUTES,0,0,0,0,0,0
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,613,MILTON KEYNES UA,Non-Acute,I_HOUSING,0,0,0,0,0,0
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,613,MILTON KEYNES UA,Non-Acute,O_OTHER,0,0,0,0,0,0
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,708,LAMBETH,Acute,A_COMPLETION_ASSESSMENT,0,0,0,0,0,0
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,708,LAMBETH,Acute,B_PUBLIC_FUNDING,0,0,0,0,0,0
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,708,LAMBETH,Acute,C_FURTHER_NON_ACUTE_NHS,0,0,0,0,0,0
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,708,LAMBETH,Acute,DI_RESIDENTIAL_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,708,LAMBETH,Acute,DII_NURSING_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,708,LAMBETH,Acute,E_CARE_PACKAGE_IN_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,708,LAMBETH,Acute,F_COMMUNITY_EQUIP_ADAPT,0,0,0,0,0,0
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,708,LAMBETH,Acute,G_PATIENT_FAMILY_CHOICE,0.366666667,11,0,0,0,0
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,708,LAMBETH,Acute,H_DISPUTES,0,0,0,0,0,0
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,708,LAMBETH,Acute,I_HOUSING,0,0,0,0,0,0
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,708,LAMBETH,Non-Acute,A_COMPLETION_ASSESSMENT,0,0,0,0,0,0
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,708,LAMBETH,Non-Acute,B_PUBLIC_FUNDING,0,0,0,0,0,0
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,708,LAMBETH,Non-Acute,C_FURTHER_NON_ACUTE_NHS,0,0,0,0,0,0
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,708,LAMBETH,Non-Acute,DI_RESIDENTIAL_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,708,LAMBETH,Non-Acute,DII_NURSING_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,708,LAMBETH,Non-Acute,E_CARE_PACKAGE_IN_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,708,LAMBETH,Non-Acute,F_COMMUNITY_EQUIP_ADAPT,0,0,0,0,0,0
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,708,LAMBETH,Non-Acute,G_PATIENT_FAMILY_CHOICE,0,0,0,0,0,0
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,708,LAMBETH,Non-Acute,H_DISPUTES,0,0,0,0,0,0
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,708,LAMBETH,Non-Acute,I_HOUSING,0,0,0,0,0,0
MSitDT-June-2018,Q78,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,708,LAMBETH,Non-Acute,O_OTHER,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,620,ESSEX,Acute,A_COMPLETION_ASSESSMENT,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,620,ESSEX,Acute,B_PUBLIC_FUNDING,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,620,ESSEX,Acute,C_FURTHER_NON_ACUTE_NHS,4.866666667,146,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,620,ESSEX,Acute,DI_RESIDENTIAL_HOME,0,0,0.933333333,28,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,620,ESSEX,Acute,DII_NURSING_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,620,ESSEX,Acute,E_CARE_PACKAGE_IN_HOME,0,0,0.866666667,26,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,620,ESSEX,Acute,F_COMMUNITY_EQUIP_ADAPT,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,620,ESSEX,Acute,G_PATIENT_FAMILY_CHOICE,0.6,18,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,620,ESSEX,Acute,H_DISPUTES,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,620,ESSEX,Acute,I_HOUSING,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,620,ESSEX,Non-Acute,A_COMPLETION_ASSESSMENT,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,620,ESSEX,Non-Acute,B_PUBLIC_FUNDING,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,620,ESSEX,Non-Acute,C_FURTHER_NON_ACUTE_NHS,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,620,ESSEX,Non-Acute,DI_RESIDENTIAL_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,620,ESSEX,Non-Acute,DII_NURSING_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,620,ESSEX,Non-Acute,E_CARE_PACKAGE_IN_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,620,ESSEX,Non-Acute,F_COMMUNITY_EQUIP_ADAPT,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,620,ESSEX,Non-Acute,G_PATIENT_FAMILY_CHOICE,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,620,ESSEX,Non-Acute,H_DISPUTES,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,620,ESSEX,Non-Acute,I_HOUSING,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,620,ESSEX,Non-Acute,O_OTHER,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,622,THURROCK UA,Acute,A_COMPLETION_ASSESSMENT,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,622,THURROCK UA,Acute,B_PUBLIC_FUNDING,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,622,THURROCK UA,Acute,C_FURTHER_NON_ACUTE_NHS,1.666666667,50,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,622,THURROCK UA,Acute,DI_RESIDENTIAL_HOME,0,0,0.066666667,2,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,622,THURROCK UA,Acute,DII_NURSING_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,622,THURROCK UA,Acute,E_CARE_PACKAGE_IN_HOME,0,0,0.966666667,29,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,622,THURROCK UA,Acute,F_COMMUNITY_EQUIP_ADAPT,0,0,0.1,3,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,622,THURROCK UA,Acute,G_PATIENT_FAMILY_CHOICE,0.866666667,26,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,622,THURROCK UA,Acute,H_DISPUTES,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,622,THURROCK UA,Acute,I_HOUSING,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,622,THURROCK UA,Non-Acute,A_COMPLETION_ASSESSMENT,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,622,THURROCK UA,Non-Acute,B_PUBLIC_FUNDING,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,622,THURROCK UA,Non-Acute,C_FURTHER_NON_ACUTE_NHS,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,622,THURROCK UA,Non-Acute,DI_RESIDENTIAL_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,622,THURROCK UA,Non-Acute,DII_NURSING_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,622,THURROCK UA,Non-Acute,E_CARE_PACKAGE_IN_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,622,THURROCK UA,Non-Acute,F_COMMUNITY_EQUIP_ADAPT,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,622,THURROCK UA,Non-Acute,G_PATIENT_FAMILY_CHOICE,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,622,THURROCK UA,Non-Acute,H_DISPUTES,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,622,THURROCK UA,Non-Acute,I_HOUSING,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,622,THURROCK UA,Non-Acute,O_OTHER,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,609,SUFFOLK,Acute,A_COMPLETION_ASSESSMENT,0,0,0.133333333,4,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,609,SUFFOLK,Acute,B_PUBLIC_FUNDING,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,609,SUFFOLK,Acute,C_FURTHER_NON_ACUTE_NHS,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,609,SUFFOLK,Acute,DI_RESIDENTIAL_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,609,SUFFOLK,Acute,DII_NURSING_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,609,SUFFOLK,Acute,E_CARE_PACKAGE_IN_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,609,SUFFOLK,Acute,F_COMMUNITY_EQUIP_ADAPT,0.333333333,10,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,609,SUFFOLK,Acute,G_PATIENT_FAMILY_CHOICE,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,609,SUFFOLK,Acute,H_DISPUTES,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,609,SUFFOLK,Acute,I_HOUSING,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,609,SUFFOLK,Non-Acute,A_COMPLETION_ASSESSMENT,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,609,SUFFOLK,Non-Acute,B_PUBLIC_FUNDING,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,609,SUFFOLK,Non-Acute,C_FURTHER_NON_ACUTE_NHS,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,609,SUFFOLK,Non-Acute,DI_RESIDENTIAL_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,609,SUFFOLK,Non-Acute,DII_NURSING_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,609,SUFFOLK,Non-Acute,E_CARE_PACKAGE_IN_HOME,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,609,SUFFOLK,Non-Acute,F_COMMUNITY_EQUIP_ADAPT,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,609,SUFFOLK,Non-Acute,G_PATIENT_FAMILY_CHOICE,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,609,SUFFOLK,Non-Acute,H_DISPUTES,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,609,SUFFOLK,Non-Acute,I_HOUSING,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,609,SUFFOLK,Non-Acute,O_OTHER,0,0,0,0,0,0
MSitDT-June-2018,Q79,NHS ENGLAND MIDLANDS AND EAST (EAST),RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,620,ESSEX,Acute,A_COMPLETION_ASSESSMENT,1.4,42,0.133333333,4,0,0
